iteration,layer_1_channels,layer_1_filter,layer_1_padding,layer_1_param_count,layer_2_channels,layer_2_filter,layer_2_padding,layer_2_param_count,layer_3_channels,layer_3_filter,layer_3_padding,layer_3_param_count,total_param_count
423,128,3,1,3584,32,3,2,36896,32,3,0,9248,49728
424,128,3,1,3584,64,3,1,73792,32,3,0,18464,95840
425,128,3,1,3584,64,3,1,73792,32,5,2,51232,128608
426,128,3,1,3584,64,3,2,73792,32,3,1,18464,95840
427,128,3,1,3584,64,3,0,73792,64,5,1,102464,179840
428,128,3,1,3584,128,3,0,147584,32,3,0,36896,188064
429,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
430,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
431,128,3,1,3584,16,3,2,18448,32,3,1,4640,26672
432,128,3,1,3584,64,3,1,73792,64,1,0,4160,81536
433,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
434,128,3,1,3584,128,3,0,147584,256,3,1,295168,446336
435,128,3,1,3584,128,3,2,147584,64,5,0,204864,356032
436,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
437,128,3,1,3584,64,3,1,73792,32,5,0,51232,128608
438,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
439,128,3,1,3584,64,3,1,73792,64,1,0,4160,81536
440,128,3,1,3584,64,5,1,204864,64,5,0,102464,310912
441,128,3,1,3584,128,3,1,147584,32,1,0,4128,155296
442,128,3,1,3584,64,5,2,204864,64,5,1,102464,310912
443,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
444,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
445,128,3,1,3584,64,5,0,204864,256,5,0,409856,618304
446,128,3,1,3584,32,3,2,36896,64,3,1,18496,58976
447,128,3,1,3584,64,3,1,73792,64,1,1,4160,81536
448,128,3,1,3584,64,3,1,73792,64,3,2,36928,114304
449,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
450,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
451,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
452,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
453,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
454,128,3,1,3584,64,3,0,73792,32,3,1,18464,95840
455,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
456,128,3,1,3584,64,3,0,73792,64,3,0,36928,114304
457,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
458,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
459,128,3,1,3584,32,3,2,36896,64,5,0,51264,91744
460,128,3,1,3584,64,1,0,8256,64,3,1,36928,48768
461,128,3,1,3584,256,1,1,33024,256,3,1,590080,626688
462,128,3,1,3584,64,3,0,73792,64,5,0,102464,179840
463,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
464,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
465,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
466,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
467,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
468,128,3,1,3584,64,3,1,73792,32,1,1,2080,79456
469,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
470,128,3,1,3584,128,1,1,16512,32,3,1,36896,56992
471,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
472,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
473,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
474,128,3,1,3584,64,5,0,204864,64,3,1,36928,245376
475,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
476,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
477,128,3,1,3584,64,3,2,73792,32,3,2,18464,95840
478,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
479,128,3,1,3584,256,3,2,295168,32,5,1,204832,503584
480,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
481,128,3,1,3584,128,3,2,147584,64,3,0,73792,224960
482,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
483,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
484,128,3,1,3584,64,3,2,73792,32,3,0,18464,95840
485,128,3,1,3584,64,3,1,73792,64,5,0,102464,179840
486,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
487,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
488,128,3,1,3584,32,3,1,36896,64,3,1,18496,58976
489,128,3,1,3584,64,3,2,73792,64,5,1,102464,179840
490,128,3,1,3584,128,3,1,147584,64,5,0,204864,356032
491,128,3,1,3584,32,3,0,36896,64,1,0,2112,42592
492,128,3,1,3584,64,1,1,8256,32,5,1,51232,63072
493,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
494,128,3,1,3584,128,3,0,147584,64,3,2,73792,224960
495,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
496,128,3,1,3584,32,3,1,36896,64,3,0,18496,58976
497,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
498,128,3,1,3584,64,3,1,73792,64,5,0,102464,179840
499,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
